#Total Fragments: 1000
#Fragments Considered: 667
#Valid Constructs: 619
#Guides Passing: 1278
#Guides Failing: 56
#Constructs Recognized: 344
#Constructs Unrecognized: 275
construct_id	target_a_id	probe_a_id	target_b_id	probe_b_id	A549-CV4-1000_d28_1
PARP1_chr1_226578301__BTK_chrX_100626613	PARP1	PARP1_chr1_226578301	BTK	BTK_chrX_100626613	0
PARP1_chr1_226578301__BTK_chrX_100629565	PARP1	PARP1_chr1_226578301	BTK	BTK_chrX_100629565	0
PARP1_chr1_226578301__BTK_chrX_100645534	PARP1	PARP1_chr1_226578301	BTK	BTK_chrX_100645534	0
PARP1_chr1_226578301__CASP8_chr2_202131404	PARP1	PARP1_chr1_226578301	CASP8	CASP8_chr2_202131404	0
PARP1_chr1_226578301__CASP8_chr2_202134297	PARP1	PARP1_chr1_226578301	CASP8	CASP8_chr2_202134297	0
PARP1_chr1_226578301__CDH1_chr16_68771300	PARP1	PARP1_chr1_226578301	CDH1	CDH1_chr16_68771300	0
PARP1_chr1_226578301__CDH1_chr16_68772250	PARP1	PARP1_chr1_226578301	CDH1	CDH1_chr16_68772250	0
PARP1_chr1_226578301__CDH1_chr16_68772255	PARP1	PARP1_chr1_226578301	CDH1	CDH1_chr16_68772255	0
PARP1_chr1_226578301__CDK4_chr12_58144705	PARP1	PARP1_chr1_226578301	CDK4	CDK4_chr12_58144705	0
PARP1_chr1_226578301__CDK6_chr7_92252365	PARP1	PARP1_chr1_226578301	CDK6	CDK6_chr7_92252365	0
PARP1_chr1_226578301__CDKN1B_chr12_12870777	PARP1	PARP1_chr1_226578301	CDKN1B	CDKN1B_chr12_12870777	0
PARP1_chr1_226578301__CDKN1B_chr12_12870931	PARP1	PARP1_chr1_226578301	CDKN1B	CDKN1B_chr12_12870931	0
PARP1_chr1_226578301__CDKN2A_chr9_21971100	PARP1	PARP1_chr1_226578301	CDKN2A	CDKN2A_chr9_21971100	0
PARP1_chr1_226578301__CHEK1_chr11_125496644	PARP1	PARP1_chr1_226578301	CHEK1	CHEK1_chr11_125496644	0
PARP1_chr1_226578301__CHEK1_chr11_125496687	PARP1	PARP1_chr1_226578301	CHEK1	CHEK1_chr11_125496687	0
PARP1_chr1_226578301__CHEK1_chr11_125499147	PARP1	PARP1_chr1_226578301	CHEK1	CHEK1_chr11_125499147	0
PARP1_chr1_226578301__CHEK2_chr22_29085137	PARP1	PARP1_chr1_226578301	CHEK2	CHEK2_chr22_29085137	0
PARP1_chr1_226578301__CHEK2_chr22_29130694	PARP1	PARP1_chr1_226578301	CHEK2	CHEK2_chr22_29130694	0
PARP1_chr1_226578301__DHFR_chr5_79949819	PARP1	PARP1_chr1_226578301	DHFR	DHFR_chr5_79949819	0
PARP1_chr1_226578301__DHFR_chr5_79950216	PARP1	PARP1_chr1_226578301	DHFR	DHFR_chr5_79950216	0
PARP1_chr1_226578301__DHFR_chr5_79950217	PARP1	PARP1_chr1_226578301	DHFR	DHFR_chr5_79950217	0
PARP1_chr1_226578301__EGFR_chr7_55086962	PARP1	PARP1_chr1_226578301	EGFR	EGFR_chr7_55086962	0
PARP1_chr1_226578301__EGFR_chr7_55209986	PARP1	PARP1_chr1_226578301	EGFR	EGFR_chr7_55209986	0
PARP1_chr1_226578301__EGFR_chr7_55209992	PARP1	PARP1_chr1_226578301	EGFR	EGFR_chr7_55209992	0
PARP1_chr1_226578301__ERBB2_chr17_37868221	PARP1	PARP1_chr1_226578301	ERBB2	ERBB2_chr17_37868221	0
PARP1_chr1_226578301__ERBB2_chr17_37868292	PARP1	PARP1_chr1_226578301	ERBB2	ERBB2_chr17_37868292	0
PARP1_chr1_226578301__FGFR2_chr10_123298118	PARP1	PARP1_chr1_226578301	FGFR2	FGFR2_chr10_123298118	0
PARP1_chr1_226578301__FGFR2_chr10_123298215	PARP1	PARP1_chr1_226578301	FGFR2	FGFR2_chr10_123298215	0
PARP1_chr1_226578301__FGFR3_chr4_1795735	PARP1	PARP1_chr1_226578301	FGFR3	FGFR3_chr4_1795735	0
PARP1_chr1_226578301__FGFR3_chr4_1795736	PARP1	PARP1_chr1_226578301	FGFR3	FGFR3_chr4_1795736	0
PARP1_chr1_226578301__FLT3_chr13_28636172	PARP1	PARP1_chr1_226578301	FLT3	FLT3_chr13_28636172	0
PARP1_chr1_226578301__FLT3_chr13_28674643	PARP1	PARP1_chr1_226578301	FLT3	FLT3_chr13_28674643	0
PARP1_chr1_226578301__FNTA_chr8_42911471	PARP1	PARP1_chr1_226578301	FNTA	FNTA_chr8_42911471	0
PARP1_chr1_226578301__GATA3_chr10_8097612	PARP1	PARP1_chr1_226578301	GATA3	GATA3_chr10_8097612	0
PARP1_chr1_226578301__HDAC2_chr6_114266539	PARP1	PARP1_chr1_226578301	HDAC2	HDAC2_chr6_114266539	0
PARP1_chr1_226578301__HDAC2_chr6_114292056	PARP1	PARP1_chr1_226578301	HDAC2	HDAC2_chr6_114292056	0
PARP1_chr1_226578301__HDAC6_chrX_48674389	PARP1	PARP1_chr1_226578301	HDAC6	HDAC6_chrX_48674389	0
PARP1_chr1_226578301__HSP90AA1_chr14_102551760	PARP1	PARP1_chr1_226578301	HSP90AA1	HSP90AA1_chr14_102551760	0
PARP1_chr1_226578301__HSP90AA1_chr14_102605736	PARP1	PARP1_chr1_226578301	HSP90AA1	HSP90AA1_chr14_102605736	0
PARP1_chr1_226578301__IGF1R_chr15_99192824	PARP1	PARP1_chr1_226578301	IGF1R	IGF1R_chr15_99192824	0
PARP1_chr1_226578301__KDM5C_chrX_53241021	PARP1	PARP1_chr1_226578301	KDM5C	KDM5C_chrX_53241021	0
PARP1_chr1_226578301__KDM5C_chrX_53241022	PARP1	PARP1_chr1_226578301	KDM5C	KDM5C_chrX_53241022	0
PARP1_chr1_226578301__KDM6A_chrX_44820616	PARP1	PARP1_chr1_226578301	KDM6A	KDM6A_chrX_44820616	0
PARP1_chr1_226578301__KIT_chr4_55524164	PARP1	PARP1_chr1_226578301	KIT	KIT_chr4_55524164	0
PARP1_chr1_226578301__KIT_chr4_55524176	PARP1	PARP1_chr1_226578301	KIT	KIT_chr4_55524176	0
PARP1_chr1_226578301__KIT_chr4_55524229	PARP1	PARP1_chr1_226578301	KIT	KIT_chr4_55524229	0
PARP1_chr1_226578301__MAP2K1_chr15_66679756	PARP1	PARP1_chr1_226578301	MAP2K1	MAP2K1_chr15_66679756	0
PARP1_chr1_226578301__MAP3K1_chr5_56111382	PARP1	PARP1_chr1_226578301	MAP3K1	MAP3K1_chr5_56111382	0
PARP1_chr1_226578301__MAP3K1_chr5_56152466	PARP1	PARP1_chr1_226578301	MAP3K1	MAP3K1_chr5_56152466	0
PARP1_chr1_226578301__MAP3K1_chr5_56152485	PARP1	PARP1_chr1_226578301	MAP3K1	MAP3K1_chr5_56152485	0
PARP1_chr1_226578301__MET_chr7_116339123	PARP1	PARP1_chr1_226578301	MET	MET_chr7_116339123	0
PARP1_chr1_226578301__MET_chr7_116340188	PARP1	PARP1_chr1_226578301	MET	MET_chr7_116340188	0
PARP1_chr1_226578301__MET_chr7_116340207	PARP1	PARP1_chr1_226578301	MET	MET_chr7_116340207	0
PARP1_chr1_226578301__MLH1_chr3_37038179	PARP1	PARP1_chr1_226578301	MLH1	MLH1_chr3_37038179	0
PARP1_chr1_226578301__MLH1_chr3_37045912	PARP1	PARP1_chr1_226578301	MLH1	MLH1_chr3_37045912	0
PARP1_chr1_226578301__MSH6_chr2_48010356	PARP1	PARP1_chr1_226578301	MSH6	MSH6_chr2_48010356	0
PARP1_chr1_226578301__NF1_chr17_29422308	PARP1	PARP1_chr1_226578301	NF1	NF1_chr17_29422308	0
PARP1_chr1_226578301__NF1_chr17_29483038	PARP1	PARP1_chr1_226578301	NF1	NF1_chr17_29483038	0
PARP1_chr1_226578301__NF1_chr17_29483039	PARP1	PARP1_chr1_226578301	NF1	NF1_chr17_29483039	0
PARP1_chr1_226578301__NonTargetingControlGuideForHuman0352	PARP1	PARP1_chr1_226578301	NonTargetingControlGuideForHuman0352	NonTargetingControlGuideForHuman0352	0
PARP1_chr1_226578301__PDGFRA_chr4_55129914	PARP1	PARP1_chr1_226578301	PDGFRA	PDGFRA_chr4_55129914	0
PARP1_chr1_226578301__PIK3CA_chr3_178916614	PARP1	PARP1_chr1_226578301	PIK3CA	PIK3CA_chr3_178916614	0
PARP1_chr1_226578301__PIK3R1_chr5_67576421	PARP1	PARP1_chr1_226578301	PIK3R1	PIK3R1_chr5_67576421	0
PARP1_chr1_226578301__PRKDC_chr8_48686398	PARP1	PARP1_chr1_226578301	PRKDC	PRKDC_chr8_48686398	0
PARP1_chr1_226578301__PRKDC_chr8_48686781	PARP1	PARP1_chr1_226578301	PRKDC	PRKDC_chr8_48686781	0
PARP1_chr1_226578301__PTEN_chr10_89653786	PARP1	PARP1_chr1_226578301	PTEN	PTEN_chr10_89653786	0
PARP1_chr1_226578301__PTEN_chr10_89685297	PARP1	PARP1_chr1_226578301	PTEN	PTEN_chr10_89685297	0
PARP1_chr1_226578301__RB1_chr13_48934148	PARP1	PARP1_chr1_226578301	RB1	RB1_chr13_48934148	0
PARP1_chr1_226578301__RB1_chr13_48936969	PARP1	PARP1_chr1_226578301	RB1	RB1_chr13_48936969	0
PARP1_chr1_226578301__ROR1_chr1_64240143	PARP1	PARP1_chr1_226578301	ROR1	ROR1_chr1_64240143	0
PARP1_chr1_226578301__RPS6KB1_chr17_57987949	PARP1	PARP1_chr1_226578301	RPS6KB1	RPS6KB1_chr17_57987949	0
PARP1_chr1_226578301__RRM2_chr2_10262728	PARP1	PARP1_chr1_226578301	RRM2	RRM2_chr2_10262728	0
PARP1_chr1_226578301__RRM2_chr2_10262940	PARP1	PARP1_chr1_226578301	RRM2	RRM2_chr2_10262940	0
PARP1_chr1_226578301__RRM2_chr2_10262957	PARP1	PARP1_chr1_226578301	RRM2	RRM2_chr2_10262957	0
PARP1_chr1_226578301__RUNX1_chr21_36252860	PARP1	PARP1_chr1_226578301	RUNX1	RUNX1_chr21_36252860	0
PARP1_chr1_226578301__RUNX1_chr21_36252902	PARP1	PARP1_chr1_226578301	RUNX1	RUNX1_chr21_36252902	0
PARP1_chr1_226578301__RUNX1_chr21_36421144	PARP1	PARP1_chr1_226578301	RUNX1	RUNX1_chr21_36421144	0
PARP1_chr1_226578301__SETD2_chr3_47142951	PARP1	PARP1_chr1_226578301	SETD2	SETD2_chr3_47142951	0
PARP1_chr1_226578301__SETD2_chr3_47142972	PARP1	PARP1_chr1_226578301	SETD2	SETD2_chr3_47142972	0
PARP1_chr1_226578301__SMAD4_chr18_48575673	PARP1	PARP1_chr1_226578301	SMAD4	SMAD4_chr18_48575673	0
PARP1_chr1_226578301__SMAD4_chr18_48586241	PARP1	PARP1_chr1_226578301	SMAD4	SMAD4_chr18_48586241	0
PARP1_chr1_226578301__SMARCA4_chr19_11094819	PARP1	PARP1_chr1_226578301	SMARCA4	SMARCA4_chr19_11094819	0
PARP1_chr1_226578301__SMARCA4_chr19_11095011	PARP1	PARP1_chr1_226578301	SMARCA4	SMARCA4_chr19_11095011	0
PARP1_chr1_226578301__SMARCB1_chr22_24133949	PARP1	PARP1_chr1_226578301	SMARCB1	SMARCB1_chr22_24133949	0
PARP1_chr1_226578301__SMARCB1_chr22_24133993	PARP1	PARP1_chr1_226578301	SMARCB1	SMARCB1_chr22_24133993	0
PARP1_chr1_226578301__SMO_chr7_128828974	PARP1	PARP1_chr1_226578301	SMO	SMO_chr7_128828974	0
PARP1_chr1_226578301__SMO_chr7_128845117	PARP1	PARP1_chr1_226578301	SMO	SMO_chr7_128845117	0
PARP1_chr1_226578301__SRC_chr20_36012562	PARP1	PARP1_chr1_226578301	SRC	SRC_chr20_36012562	0
PARP1_chr1_226578301__SRC_chr20_36014563	PARP1	PARP1_chr1_226578301	SRC	SRC_chr20_36014563	0
PARP1_chr1_226578301__SRC_chr20_36022600	PARP1	PARP1_chr1_226578301	SRC	SRC_chr20_36022600	0
PARP1_chr1_226578301__TOP1_chr20_39690055	PARP1	PARP1_chr1_226578301	TOP1	TOP1_chr20_39690055	0
PARP1_chr1_226578301__TOP1_chr20_39690109	PARP1	PARP1_chr1_226578301	TOP1	TOP1_chr20_39690109	0
PARP1_chr1_226578301__TP53_chr17_7578373	PARP1	PARP1_chr1_226578301	TP53	TP53_chr17_7578373	0
PARP1_chr1_226578301__TSC1_chr9_135804256	PARP1	PARP1_chr1_226578301	TSC1	TSC1_chr9_135804256	0
PARP1_chr1_226578301__VEGFA_chr6_43738425	PARP1	PARP1_chr1_226578301	VEGFA	VEGFA_chr6_43738425	0
PARP1_chr1_226578301__VHL_chr3_10183773	PARP1	PARP1_chr1_226578301	VHL	VHL_chr3_10183773	0
PARP1_chr1_226595581__ADA_chr20_43257696	PARP1	PARP1_chr1_226595581	ADA	ADA_chr20_43257696	0
PARP1_chr1_226595581__ADA_chr20_43280245	PARP1	PARP1_chr1_226595581	ADA	ADA_chr20_43280245	0
PARP1_chr1_226595581__AKT1_chr14_105239609	PARP1	PARP1_chr1_226595581	AKT1	AKT1_chr14_105239609	0
PARP1_chr1_226595581__ALK_chr2_29541172	PARP1	PARP1_chr1_226595581	ALK	ALK_chr2_29541172	0
PARP1_chr1_226595581__ALK_chr2_30143522	PARP1	PARP1_chr1_226595581	ALK	ALK_chr2_30143522	0
PARP1_chr1_226595581__APC_chr5_112102023	PARP1	PARP1_chr1_226595581	APC	APC_chr5_112102023	0
PARP1_chr1_226595581__ARID1A_chr1_27022876	PARP1	PARP1_chr1_226595581	ARID1A	ARID1A_chr1_27022876	0
PARP1_chr1_226595581__ARID1A_chr1_27056286	PARP1	PARP1_chr1_226595581	ARID1A	ARID1A_chr1_27056286	0
PARP1_chr1_226595581__ARID1A_chr1_27056288	PARP1	PARP1_chr1_226595581	ARID1A	ARID1A_chr1_27056288	0
PARP1_chr1_226595581__ARID2_chr12_46123614	PARP1	PARP1_chr1_226595581	ARID2	ARID2_chr12_46123614	0
PARP1_chr1_226595581__ARID2_chr12_46205318	PARP1	PARP1_chr1_226595581	ARID2	ARID2_chr12_46205318	0
PARP1_chr1_226595581__ARID2_chr12_46254608	PARP1	PARP1_chr1_226595581	ARID2	ARID2_chr12_46254608	0
PARP1_chr1_226595581__ATM_chr11_108098350	PARP1	PARP1_chr1_226595581	ATM	ATM_chr11_108098350	0
PARP1_chr1_226595581__BCL2_chr18_60795945	PARP1	PARP1_chr1_226595581	BCL2	BCL2_chr18_60795945	0
PARP1_chr1_226595581__BCL2_chr18_60795960	PARP1	PARP1_chr1_226595581	BCL2	BCL2_chr18_60795960	0
PARP1_chr1_226595581__BCL2_chr18_60985877	PARP1	PARP1_chr1_226595581	BCL2	BCL2_chr18_60985877	0
PARP1_chr1_226595581__BRAF_chr7_140624501	PARP1	PARP1_chr1_226595581	BRAF	BRAF_chr7_140624501	0
PARP1_chr1_226595581__BRCA1_chr17_41256141	PARP1	PARP1_chr1_226595581	BRCA1	BRCA1_chr17_41256141	0
PARP1_chr1_226595581__BRCA2_chr13_32890586	PARP1	PARP1_chr1_226595581	BRCA2	BRCA2_chr13_32890586	0
PARP1_chr1_226595581__BRD4_chr19_15376403	PARP1	PARP1_chr1_226595581	BRD4	BRD4_chr19_15376403	0
PARP1_chr1_226595581__BRD4_chr19_15383894	PARP1	PARP1_chr1_226595581	BRD4	BRD4_chr19_15383894	0
PARP1_chr1_226595581__CASP8_chr2_202123033	PARP1	PARP1_chr1_226595581	CASP8	CASP8_chr2_202123033	0
PARP1_chr1_226595581__CASP8_chr2_202131404	PARP1	PARP1_chr1_226595581	CASP8	CASP8_chr2_202131404	0
PARP1_chr1_226595581__CDH1_chr16_68772250	PARP1	PARP1_chr1_226595581	CDH1	CDH1_chr16_68772250	0
PARP1_chr1_226595581__CDK4_chr12_58143253	PARP1	PARP1_chr1_226595581	CDK4	CDK4_chr12_58143253	0
PARP1_chr1_226595581__CDK6_chr7_92244474	PARP1	PARP1_chr1_226595581	CDK6	CDK6_chr7_92244474	0
PARP1_chr1_226595581__CDKN1B_chr12_12870777	PARP1	PARP1_chr1_226595581	CDKN1B	CDKN1B_chr12_12870777	0
PARP1_chr1_226595581__CDKN2A_chr9_21968726	PARP1	PARP1_chr1_226595581	CDKN2A	CDKN2A_chr9_21968726	0
PARP1_chr1_226595581__CHEK1_chr11_125496644	PARP1	PARP1_chr1_226595581	CHEK1	CHEK1_chr11_125496644	0
PARP1_chr1_226595581__CHEK2_chr22_29085137	PARP1	PARP1_chr1_226595581	CHEK2	CHEK2_chr22_29085137	0
PARP1_chr1_226595581__CHEK2_chr22_29090029	PARP1	PARP1_chr1_226595581	CHEK2	CHEK2_chr22_29090029	0
PARP1_chr1_226595581__CHEK2_chr22_29130694	PARP1	PARP1_chr1_226595581	CHEK2	CHEK2_chr22_29130694	0
PARP1_chr1_226595581__DHFR_chr5_79950217	PARP1	PARP1_chr1_226595581	DHFR	DHFR_chr5_79950217	0
PARP1_chr1_226595581__EGFR_chr7_55086962	PARP1	PARP1_chr1_226595581	EGFR	EGFR_chr7_55086962	0
PARP1_chr1_226595581__EGFR_chr7_55209992	PARP1	PARP1_chr1_226595581	EGFR	EGFR_chr7_55209992	0
PARP1_chr1_226595581__ERBB2_chr17_37855800	PARP1	PARP1_chr1_226595581	ERBB2	ERBB2_chr17_37855800	0
PARP1_chr1_226595581__ERBB2_chr17_37868221	PARP1	PARP1_chr1_226595581	ERBB2	ERBB2_chr17_37868221	0
PARP1_chr1_226595581__ERBB2_chr17_37868292	PARP1	PARP1_chr1_226595581	ERBB2	ERBB2_chr17_37868292	0
PARP1_chr1_226595581__FGFR2_chr10_123353328	PARP1	PARP1_chr1_226595581	FGFR2	FGFR2_chr10_123353328	0
PARP1_chr1_226595581__GATA3_chr10_8097612	PARP1	PARP1_chr1_226595581	GATA3	GATA3_chr10_8097612	0
PARP1_chr1_226595581__GATA3_chr10_8097722	PARP1	PARP1_chr1_226595581	GATA3	GATA3_chr10_8097722	0
PARP1_chr1_226595581__GATA3_chr10_8097790	PARP1	PARP1_chr1_226595581	GATA3	GATA3_chr10_8097790	0
PARP1_chr1_226595581__HDAC1_chr1_32757816	PARP1	PARP1_chr1_226595581	HDAC1	HDAC1_chr1_32757816	0
PARP1_chr1_226595581__HDAC1_chr1_32792601	PARP1	PARP1_chr1_226595581	HDAC1	HDAC1_chr1_32792601	0
PARP1_chr1_226595581__HDAC1_chr1_32792637	PARP1	PARP1_chr1_226595581	HDAC1	HDAC1_chr1_32792637	0
PARP1_chr1_226595581__HDAC2_chr6_114266539	PARP1	PARP1_chr1_226595581	HDAC2	HDAC2_chr6_114266539	0
PARP1_chr1_226595581__HDAC6_chrX_48661385	PARP1	PARP1_chr1_226595581	HDAC6	HDAC6_chrX_48661385	0
PARP1_chr1_226595581__HDAC6_chrX_48674389	PARP1	PARP1_chr1_226595581	HDAC6	HDAC6_chrX_48674389	0
PARP1_chr1_226595581__IGF1R_chr15_99192824	PARP1	PARP1_chr1_226595581	IGF1R	IGF1R_chr15_99192824	0
PARP1_chr1_226595581__IGF1R_chr15_99434807	PARP1	PARP1_chr1_226595581	IGF1R	IGF1R_chr15_99434807	0
PARP1_chr1_226595581__JAK2_chr9_5050721	PARP1	PARP1_chr1_226595581	JAK2	JAK2_chr9_5050721	0
PARP1_chr1_226595581__JAK2_chr9_5050816	PARP1	PARP1_chr1_226595581	JAK2	JAK2_chr9_5050816	0
PARP1_chr1_226595581__KDM5C_chrX_53254068	PARP1	PARP1_chr1_226595581	KDM5C	KDM5C_chrX_53254068	0
PARP1_chr1_226595581__KDM6A_chrX_44820616	PARP1	PARP1_chr1_226595581	KDM6A	KDM6A_chrX_44820616	0
PARP1_chr1_226595581__KIT_chr4_55524164	PARP1	PARP1_chr1_226595581	KIT	KIT_chr4_55524164	0
PARP1_chr1_226595581__KIT_chr4_55524176	PARP1	PARP1_chr1_226595581	KIT	KIT_chr4_55524176	0
PARP1_chr1_226595581__KMT2D_chr12_49448161	PARP1	PARP1_chr1_226595581	KMT2D	KMT2D_chr12_49448161	0
PARP1_chr1_226595581__KMT2D_chr12_49448468	PARP1	PARP1_chr1_226595581	KMT2D	KMT2D_chr12_49448468	0
PARP1_chr1_226595581__MET_chr7_116340188	PARP1	PARP1_chr1_226595581	MET	MET_chr7_116340188	0
PARP1_chr1_226595581__MLH1_chr3_37038179	PARP1	PARP1_chr1_226595581	MLH1	MLH1_chr3_37038179	0
PARP1_chr1_226595581__MSH6_chr2_48010356	PARP1	PARP1_chr1_226595581	MSH6	MSH6_chr2_48010356	0
PARP1_chr1_226595581__MSH6_chr2_48018111	PARP1	PARP1_chr1_226595581	MSH6	MSH6_chr2_48018111	0
PARP1_chr1_226595581__MTOR_chr1_11317010	PARP1	PARP1_chr1_226595581	MTOR	MTOR_chr1_11317010	0
PARP1_chr1_226595581__NF1_chr17_29422308	PARP1	PARP1_chr1_226595581	NF1	NF1_chr17_29422308	0
PARP1_chr1_226595581__NonTargetingControlGuideForHuman0362	PARP1	PARP1_chr1_226595581	NonTargetingControlGuideForHuman0362	NonTargetingControlGuideForHuman0362	0
PARP1_chr1_226595581__NonTargetingControlGuideForHuman0412	PARP1	PARP1_chr1_226595581	NonTargetingControlGuideForHuman0412	NonTargetingControlGuideForHuman0412	0
PARP1_chr1_226595581__PBRM1_chr3_52702516	PARP1	PARP1_chr1_226595581	PBRM1	PBRM1_chr3_52702516	0
PARP1_chr1_226595581__PBRM1_chr3_52713723	PARP1	PARP1_chr1_226595581	PBRM1	PBRM1_chr3_52713723	0
PARP1_chr1_226595581__PDGFRA_chr4_55124963	PARP1	PARP1_chr1_226595581	PDGFRA	PDGFRA_chr4_55124963	0
PARP1_chr1_226595581__PIK3CA_chr3_178916614	PARP1	PARP1_chr1_226595581	PIK3CA	PIK3CA_chr3_178916614	0
PARP1_chr1_226595581__PIK3CA_chr3_178919070	PARP1	PARP1_chr1_226595581	PIK3CA	PIK3CA_chr3_178919070	0
PARP1_chr1_226595581__PIK3R1_chr5_67522521	PARP1	PARP1_chr1_226595581	PIK3R1	PIK3R1_chr5_67522521	0
PARP1_chr1_226595581__PIK3R1_chr5_67576410	PARP1	PARP1_chr1_226595581	PIK3R1	PIK3R1_chr5_67576410	0
PARP1_chr1_226595581__PIK3R1_chr5_67576421	PARP1	PARP1_chr1_226595581	PIK3R1	PIK3R1_chr5_67576421	0
PARP1_chr1_226595581__PRKDC_chr8_48686398	PARP1	PARP1_chr1_226595581	PRKDC	PRKDC_chr8_48686398	0
PARP1_chr1_226595581__PRKDC_chr8_48686781	PARP1	PARP1_chr1_226595581	PRKDC	PRKDC_chr8_48686781	0
PARP1_chr1_226595581__PTEN_chr10_89685297	PARP1	PARP1_chr1_226595581	PTEN	PTEN_chr10_89685297	0
PARP1_chr1_226595581__PTEN_chr10_89711868	PARP1	PARP1_chr1_226595581	PTEN	PTEN_chr10_89711868	0
PARP1_chr1_226595581__RB1_chr13_48878054	PARP1	PARP1_chr1_226595581	RB1	RB1_chr13_48878054	0
PARP1_chr1_226595581__RB1_chr13_48934148	PARP1	PARP1_chr1_226595581	RB1	RB1_chr13_48934148	0
PARP1_chr1_226595581__RB1_chr13_48936969	PARP1	PARP1_chr1_226595581	RB1	RB1_chr13_48936969	0
PARP1_chr1_226595581__ROR1_chr1_64240089	PARP1	PARP1_chr1_226595581	ROR1	ROR1_chr1_64240089	0
PARP1_chr1_226595581__RPS6KB1_chr17_57970538	PARP1	PARP1_chr1_226595581	RPS6KB1	RPS6KB1_chr17_57970538	0
PARP1_chr1_226595581__RPS6KB1_chr17_57987922	PARP1	PARP1_chr1_226595581	RPS6KB1	RPS6KB1_chr17_57987922	0
PARP1_chr1_226595581__RRM2_chr2_10262728	PARP1	PARP1_chr1_226595581	RRM2	RRM2_chr2_10262728	0
PARP1_chr1_226595581__RRM2_chr2_10262940	PARP1	PARP1_chr1_226595581	RRM2	RRM2_chr2_10262940	0
PARP1_chr1_226595581__RRM2_chr2_10262957	PARP1	PARP1_chr1_226595581	RRM2	RRM2_chr2_10262957	0
PARP1_chr1_226595581__SMAD4_chr18_48573460	PARP1	PARP1_chr1_226595581	SMAD4	SMAD4_chr18_48573460	0
PARP1_chr1_226595581__SMAD4_chr18_48575673	PARP1	PARP1_chr1_226595581	SMAD4	SMAD4_chr18_48575673	0
PARP1_chr1_226595581__SMARCA4_chr19_11094819	PARP1	PARP1_chr1_226595581	SMARCA4	SMARCA4_chr19_11094819	0
PARP1_chr1_226595581__SMARCA4_chr19_11094851	PARP1	PARP1_chr1_226595581	SMARCA4	SMARCA4_chr19_11094851	0
PARP1_chr1_226595581__SMARCB1_chr22_24129339	PARP1	PARP1_chr1_226595581	SMARCB1	SMARCB1_chr22_24129339	0
PARP1_chr1_226595581__SMO_chr7_128845081	PARP1	PARP1_chr1_226595581	SMO	SMO_chr7_128845081	0
PARP1_chr1_226595581__SRC_chr20_36012562	PARP1	PARP1_chr1_226595581	SRC	SRC_chr20_36012562	0
PARP1_chr1_226595581__TOP1_chr20_39657693	PARP1	PARP1_chr1_226595581	TOP1	TOP1_chr20_39657693	0
PARP1_chr1_226595581__TOP1_chr20_39690109	PARP1	PARP1_chr1_226595581	TOP1	TOP1_chr20_39690109	0
PARP1_chr1_226595581__TP53_chr17_7579881	PARP1	PARP1_chr1_226595581	TP53	TP53_chr17_7579881	0
PARP1_chr1_226595581__TSC1_chr9_135796796	PARP1	PARP1_chr1_226595581	TSC1	TSC1_chr9_135796796	0
PARP1_chr1_226595581__TYMS_chr18_659656	PARP1	PARP1_chr1_226595581	TYMS	TYMS_chr18_659656	0
PARP1_chr1_226595581__VEGFA_chr6_43738425	PARP1	PARP1_chr1_226595581	VEGFA	VEGFA_chr6_43738425	0
PARP1_chr1_226595581__VEGFA_chr6_43742077	PARP1	PARP1_chr1_226595581	VEGFA	VEGFA_chr6_43742077	0
PARP1_chr1_226595581__VEGFA_chr6_43742108	PARP1	PARP1_chr1_226595581	VEGFA	VEGFA_chr6_43742108	0
PARP1_chr1_226595581__WEE1_chr11_9595462	PARP1	PARP1_chr1_226595581	WEE1	WEE1_chr11_9595462	0
PBRM1_chr3_52696257__ABL1_chr9_133589790	PBRM1	PBRM1_chr3_52696257	ABL1	ABL1_chr9_133589790	0
PBRM1_chr3_52696257__ABL1_chr9_133738283	PBRM1	PBRM1_chr3_52696257	ABL1	ABL1_chr9_133738283	0
PBRM1_chr3_52696257__ABL1_chr9_133738356	PBRM1	PBRM1_chr3_52696257	ABL1	ABL1_chr9_133738356	0
PBRM1_chr3_52696257__ADA_chr20_43257696	PBRM1	PBRM1_chr3_52696257	ADA	ADA_chr20_43257696	0
PBRM1_chr3_52696257__AKT1_chr14_105258968	PBRM1	PBRM1_chr3_52696257	AKT1	AKT1_chr14_105258968	0
PBRM1_chr3_52696257__APC_chr5_112043408	PBRM1	PBRM1_chr3_52696257	APC	APC_chr5_112043408	0
PBRM1_chr3_52696257__APC_chr5_112102933	PBRM1	PBRM1_chr3_52696257	APC	APC_chr5_112102933	0
PBRM1_chr3_52696257__ARID1A_chr1_27022876	PBRM1	PBRM1_chr3_52696257	ARID1A	ARID1A_chr1_27022876	0
PBRM1_chr3_52696257__ARID2_chr12_46205318	PBRM1	PBRM1_chr3_52696257	ARID2	ARID2_chr12_46205318	0
PBRM1_chr3_52696257__ARID2_chr12_46254608	PBRM1	PBRM1_chr3_52696257	ARID2	ARID2_chr12_46254608	0
PBRM1_chr3_52696257__BCL2_chr18_60795945	PBRM1	PBRM1_chr3_52696257	BCL2	BCL2_chr18_60795945	0
PBRM1_chr3_52696257__BRAF_chr7_140534469	PBRM1	PBRM1_chr3_52696257	BRAF	BRAF_chr7_140534469	0
